"","squirrel_id","f1","f2","byear","bcert","litter_id","dates","datee","part","longevity"
"3253",4799,6,16,2000,"Y",2486,"2000-04-16","2000-07-04",NA,79
"3254",4655,6,16,2000,"Y",2532,"2000-04-17","2000-05-31",NA,44
"3255",4660,6,16,2000,"Y",2539,"2000-04-17","2000-06-20",NA,64
"3256",4662,6,6,2000,"Y",2539,"2000-04-17","2000-04-17",NA,0
"3257",4812,6,1,2000,"Y",2539,"2000-04-17","2000-07-03",NA,77
"3258",4661,6,6,2000,"Y",2556,"2000-04-17","2000-04-17",NA,0
"3259",4653,6,16,2000,"Y",2532,"2000-04-17","2000-06-01",NA,45
"3260",4805,6,1,2000,"Y",2556,"2000-04-17","2000-06-28",NA,72
"3261",4648,6,6,2000,"Y",2601,"2000-04-18","2000-04-18",NA,0
"3262",4749,6,16,2000,"Y",2533,"2000-04-18","2000-06-02",NA,45
"3263",4649,6,6,2000,"Y",2601,"2000-04-18","2000-04-18",NA,0
"3264",5102,6,1,2000,"Y",2533,"2000-04-18","2001-07-19",NA,457
"3265",6587,6,1,2000,"Y",2601,"2000-04-18","2005-08-22",NA,1952
"3266",4656,6,6,2000,"Y",2502,"2000-04-18","2000-04-18",NA,0
"3267",4664,6,6,2000,"Y",2586,"2000-04-18","2000-04-18",NA,0
"3268",4665,6,6,2000,"Y",2586,"2000-04-18","2000-04-18",NA,0
"3269",6486,6,1,2000,"Y",2586,"2000-04-18","2005-09-13",NA,1974
"3270",6244,6,16,2000,"Y",2462,"2000-04-19","2005-05-26",NA,1863
"3271",4667,6,6,2000,"Y",2535,"2000-04-20","2000-04-20",NA,0
"3272",5179,6,1,2000,"Y",2577,"2000-04-20","2001-08-23",NA,490
"3273",5519,6,1,2000,"Y",2577,"2000-04-20","2002-08-20",NA,852
"3274",5567,6,1,2000,"Y",2577,"2000-04-20","2002-12-17",NA,971
"3275",4675,6,16,2000,"Y",2522,"2000-04-20","2000-06-04",NA,45
"3276",4829,6,16,2000,"Y",2522,"2000-04-20","2000-07-14",NA,85
"3277",4666,6,6,2000,"Y",2535,"2000-04-20","2000-04-20",NA,0
"3278",4681,6,16,2000,"Y",2527,"2000-04-21","2000-06-04",NA,44
"3279",4626,6,6,2000,"Y",2457,"2000-04-21","2000-04-21",NA,0
"3280",4625,6,6,2000,"Y",2481,"2000-04-21","2000-04-21",NA,0
"3281",4627,6,6,2000,"Y",2481,"2000-04-21","2000-04-21",NA,0
"3282",4677,6,6,2000,"Y",2489,"2000-04-22","2000-04-22",NA,0
"3283",4678,6,6,2000,"Y",2489,"2000-04-22","2000-04-22",NA,0
"3284",4820,6,1,2000,"Y",2496,"2000-04-22","2000-07-07",NA,76
"3285",4622,6,6,2000,"Y",2489,"2000-04-22","2000-04-22",NA,0
"3286",4674,6,6,2000,"Y",2612,"2000-04-23","2000-04-23",NA,0
"3287",4673,6,6,2000,"Y",2657,"2000-04-24","2000-04-24",NA,0
"3288",4676,6,16,2000,"Y",2518,"2000-04-24","2000-06-09",NA,46
"3289",4913,6,1,2000,"Y",2657,"2000-04-24","2000-08-28",NA,126
"3290",4860,6,16,2000,"Y",2518,"2000-04-24","2000-07-25",NA,92
"3291",10074,6,1,2000,"Y",2564,"2000-04-24","2000-06-27",NA,64
"3292",6348,6,16,2000,"Y",2610,"2000-04-26","2005-07-25",NA,1916
"3293",6510,6,1,2000,"Y",2610,"2000-04-26","2005-09-25",NA,1978
"3294",4638,6,16,2000,"Y",2469,"2000-04-28","2000-06-16",NA,49
"3295",4786,6,1,2000,"Y",2530,"2000-04-28","2000-06-19",NA,52
"3296",4861,6,1,2000,"Y",2530,"2000-04-28","2000-07-18",NA,81
"3297",4813,6,1,2000,"Y",2488,"2000-04-28","2000-07-03",NA,66
"3298",4637,6,16,2000,"Y",2463,"2000-04-28","2000-06-16",NA,49
"3299",4695,6,16,2000,"Y",2501,"2000-04-29","2000-06-12",NA,44
"3300",6094,6,1,2000,"Y",2584,"2000-04-29","2004-08-29",NA,1583
"3301",5574,6,1,2000,"Y",2501,"2000-04-29","2003-02-16",NA,1023
"3302",4687,6,6,2000,"Y",2531,"2000-04-29","2000-04-29",NA,0
"3303",4699,6,6,2000,"Y",2600,"2000-04-29","2000-04-29",NA,0
"3304",4873,6,1,2000,"Y",2531,"2000-04-29","2000-07-25",NA,87
"3305",4703,6,6,2000,"Y",2600,"2000-04-29","2000-04-29",NA,0
"3306",5050,6,1,2000,"Y",2531,"2000-04-29","2001-06-20",NA,417
"3307",4831,6,15,2000,"Y",2584,"2000-04-29","2000-08-15",NA,108
"3308",4700,6,16,2000,"Y",2594,"2000-04-30","2000-06-29",NA,60
"3309",4701,6,6,2000,"Y",2594,"2000-04-30","2000-04-30",NA,0
"3310",4702,6,6,2000,"Y",2594,"2000-04-30","2000-04-30",NA,0
"3311",5724,6,16,2000,"Y",2655,"2000-05-01","2003-06-16",NA,1141
"3312",4718,6,16,2000,"Y",2660,"2000-05-01","2000-06-20",NA,50
"3313",4719,6,16,2000,"Y",2660,"2000-05-01","2000-06-15",NA,45
"3314",4795,6,1,2000,"Y",2660,"2000-05-01","2000-06-25",NA,55
"3315",4720,6,16,2000,"Y",2655,"2000-05-01","2000-07-02",NA,62
"3316",4855,6,1,2000,"Y",2655,"2000-05-01","2000-07-17",NA,77
"3317",4723,6,6,2000,"Y",2617,"2000-05-02","2000-05-02",NA,0
"3318",4709,6,16,2000,"Y",2595,"2000-05-02","2000-06-19",NA,48
"3319",4830,6,1,2000,"Y",2617,"2000-05-02","2000-07-11",NA,70
"3320",4692,6,6,2000,"Y",2621,"2000-05-03","2000-05-03",NA,0
"3321",4710,6,16,2000,"Y",2573,"2000-05-03","2000-06-19",NA,47
"3322",4693,6,16,2000,"Y",2621,"2000-05-03","2000-07-11",NA,69
"3323",4711,6,16,2000,"Y",2573,"2000-05-03","2000-07-16",NA,74
"3324",4823,6,1,2000,"Y",2621,"2000-05-03","2000-07-10",NA,68
"3325",4717,6,6,2000,"Y",2490,"2000-05-04","2000-05-04",NA,0
"3326",4854,6,16,2000,"Y",2628,"2000-05-04","2000-07-23",NA,80
"3327",4706,6,6,2000,"Y",2648,"2000-05-04","2000-05-04",NA,0
"3328",4707,6,6,2000,"Y",2648,"2000-05-04","2000-05-04",NA,0
"3329",10073,6,6,2000,"Y",2648,"2000-05-04","2000-05-04",NA,0
"3330",4716,6,6,2000,"Y",2490,"2000-05-04","2000-05-04",NA,0
"3331",4839,6,1,2000,"Y",2520,"2000-05-05","2000-07-14",NA,70
"3332",4840,6,1,2000,"Y",2520,"2000-05-05","2000-07-14",NA,70
"3333",4725,6,16,2000,"Y",2491,"2000-05-07","2000-06-27",NA,51
"3334",4726,6,16,2000,"Y",2491,"2000-05-07","2000-06-28",NA,52
"3335",4729,6,6,2000,"Y",2620,"2000-05-08","2000-05-08",NA,0
"3336",4730,6,6,2000,"Y",2620,"2000-05-08","2000-05-08",NA,0
"3337",4889,6,1,2000,"Y",2620,"2000-05-08","2000-08-18",NA,102
"3338",4736,6,6,2000,"Y",2583,"2000-05-09","2000-05-09",NA,0
"3339",4737,6,6,2000,"Y",2583,"2000-05-09","2000-05-09",NA,0
"3340",4740,6,6,2000,"Y",2583,"2000-05-09","2000-05-09",NA,0
"3341",4847,6,1,2000,"Y",2583,"2000-05-09","2000-07-16",NA,68
"3342",6061,6,15,2000,"Y",2589,"2000-05-10","2004-08-15",NA,1558
"3343",4744,6,16,2000,"Y",2649,"2000-05-10","2000-06-25",NA,46
"3344",4745,6,6,2000,"Y",2649,"2000-05-10","2000-05-10",NA,0
"3345",4746,6,16,2000,"Y",2649,"2000-05-10","2000-06-25",NA,46
"3346",4738,6,16,2000,"Y",2589,"2000-05-10","2000-07-31",NA,82
"3347",4739,6,6,2000,"Y",2589,"2000-05-10","2000-05-10",NA,0
"3348",4732,6,6,2000,"Y",2569,"2000-05-14","2000-05-14",NA,0
"3349",4733,6,6,2000,"Y",2569,"2000-05-14","2000-05-14",NA,0
"3350",4734,6,6,2000,"Y",2569,"2000-05-14","2000-05-14",NA,0
"3351",4758,6,6,2000,"Y",2593,"2000-05-17","2000-05-17",NA,0
"3352",5821,6,1,2000,"Y",2593,"2000-05-17","2003-08-20",NA,1190
"3353",4756,6,6,2000,"Y",2593,"2000-05-17","2000-05-17",NA,0
"3354",4754,6,6,2000,"Y",2579,"2000-05-18","2000-05-18",NA,0
"3355",4755,6,6,2000,"Y",2579,"2000-05-18","2000-05-18",NA,0
"3356",4757,6,6,2000,"Y",2579,"2000-05-18","2000-05-18",NA,0
"3357",4731,6,6,2000,"Y",2534,"2000-05-18","2000-05-18",NA,0
"3358",4905,6,1,2000,"Y",2534,"2000-05-18","2000-08-25",NA,99
"3359",4868,6,16,2000,"Y",2623,"2000-05-19","2000-08-23",NA,96
"3360",5505,6,1,2000,"Y",2623,"2000-05-19","2002-08-18",NA,821
"3361",7247,6,1,2000,"Y",2623,"2000-05-19","2007-04-17",NA,2524
"3362",4763,6,16,2000,"Y",2653,"2000-05-19","2000-07-11",NA,53
"3363",4764,6,6,2000,"Y",2653,"2000-05-19","2000-05-19",NA,0
"3364",4875,6,1,2000,"Y",2653,"2000-05-19","2000-07-31",NA,73
"3365",4780,6,16,2000,"Y",2646,"2000-05-23","2001-07-11",NA,414
"3366",4696,6,6,2000,"Y",2650,"2000-05-23","2000-05-23",NA,0
"3367",4781,6,6,2000,"Y",2650,"2000-05-23","2000-05-23",NA,0
"3368",4772,6,16,2000,"Y",2592,"2000-05-23","2000-08-16",NA,85
"3369",4773,6,6,2000,"Y",2592,"2000-05-23","2000-05-23",NA,0
"3370",4788,6,6,2000,"Y",2602,"2000-05-27","2000-05-27",NA,0
"3371",4789,6,6,2000,"Y",2602,"2000-05-27","2000-05-27",NA,0
"3372",5773,6,15,2000,"Y",2602,"2000-05-27","2003-08-15",NA,1175
"3373",4791,6,6,2000,"Y",2658,"2000-06-03","2000-06-03",NA,0
"3374",4890,6,16,2000,"Y",2658,"2000-06-03","2000-08-25",NA,83
"3375",4807,6,6,2000,"Y",2618,"2000-06-04","2000-06-04",NA,0
"3376",4790,6,16,2000,"Y",2626,"2000-06-04","2000-08-03",NA,60
"3377",5012,6,1,2000,"Y",2626,"2000-06-04","2001-06-07",NA,368
"3378",4808,6,6,2000,"Y",2630,"2000-06-04","2000-06-04",NA,0
"3379",4809,6,6,2000,"Y",2513,"2000-06-05","2000-06-05",NA,0
"3380",4911,6,1,2000,"Y",2513,"2000-06-05","2000-08-27",NA,83
"3381",5002,6,5,2000,"Y",2513,"2000-06-05","2001-06-05",NA,365
"3382",5355,6,1,2000,"Y",2513,"2000-06-05","2002-06-19",NA,744
"3383",4802,6,6,2000,"Y",2505,"2000-06-06","2000-06-06",NA,0
"3384",4800,6,6,2000,"Y",2505,"2000-06-06","2000-06-06",NA,0
"3385",4801,6,6,2000,"Y",2505,"2000-06-06","2000-06-06",NA,0
"3386",4824,6,6,2000,"Y",2536,"2000-06-15","2000-06-15",NA,0
"3387",4825,6,6,2000,"Y",2536,"2000-06-15","2000-06-15",NA,0
"3388",4888,6,1,2000,"Y",2536,"2000-06-15","2000-08-16",NA,62
"3389",5186,6,1,2000,"Y",2536,"2000-06-15","2001-08-29",NA,440
"3390",5515,6,1,2000,"Y",2536,"2000-06-15","2002-08-19",NA,795
"3391",4927,6,6,2001,"Y",2756,"2001-04-14","2001-04-14",NA,0
"3392",4928,6,6,2001,"Y",2756,"2001-04-14","2001-04-14",NA,0
"3393",4929,6,6,2001,"Y",2756,"2001-04-14","2001-04-14",NA,0
"3394",4931,6,6,2001,"Y",2710,"2001-04-16","2001-04-16",NA,0
"3395",5059,6,16,2001,"Y",2774,"2001-04-16","2001-06-29",NA,74
"3396",4932,6,6,2001,"Y",2710,"2001-04-16","2001-04-16",NA,0
"3397",5097,6,1,2001,"Y",2774,"2001-04-16","2001-07-18",NA,93
"3398",4933,6,6,2001,"Y",2710,"2001-04-16","2001-04-16",NA,0
"3399",4934,6,6,2001,"Y",2710,"2001-04-16","2001-04-16",NA,0
"3400",5057,6,1,2001,"Y",2743,"2001-04-19","2001-06-22",NA,64
"3401",5082,6,1,2001,"Y",2743,"2001-04-19","2001-07-13",NA,85
"3402",5180,6,5,2001,"Y",2743,"2001-04-19","2001-08-23",NA,126
"3403",6026,6,6,2001,"Y",2743,"2001-04-19","2001-04-19",NA,0
"3404",4937,6,6,2001,"Y",2676,"2001-04-21","2001-04-21",NA,0
"3405",4938,6,6,2001,"Y",2676,"2001-04-21","2001-04-21",NA,0
"3406",4939,6,6,2001,"Y",2676,"2001-04-21","2001-04-21",NA,0
"3407",4940,6,6,2001,"Y",2676,"2001-04-21","2001-04-21",NA,0
"3408",4941,6,6,2001,"Y",2676,"2001-04-21","2001-04-21",NA,0
"3409",4945,6,6,2001,"Y",2771,"2001-04-22","2001-04-22",NA,0
"3410",4946,6,6,2001,"Y",2771,"2001-04-22","2001-04-22",NA,0
"3411",4944,6,6,2001,"Y",2771,"2001-04-22","2001-04-22",NA,0
"3412",5029,6,6,2001,"Y",2772,"2001-04-23","2001-04-23",NA,0
"3413",5030,6,6,2001,"Y",2772,"2001-04-23","2001-04-23",NA,0
"3414",4975,6,6,2001,"Y",2727,"2001-04-25","2001-04-25",NA,0
"3415",5566,6,16,2001,"Y",2727,"2001-04-25","2002-08-16",NA,478
"3416",5579,6,1,2001,"Y",2727,"2001-04-25","2003-03-21",NA,695
"3417",4953,6,6,2001,"Y",2759,"2001-04-26","2001-04-26",NA,0
"3418",5246,6,1,2001,"Y",2759,"2001-04-26","2002-04-17",NA,356
"3419",7768,6,15,2001,"Y",2759,"2001-04-26","2007-08-15",NA,2302
"3420",5140,6,1,2001,"Y",2726,"2001-04-27","2001-08-07",NA,102
"3421",5423,6,16,2001,"Y",2726,"2001-04-27","2002-08-16",NA,476
"3422",5106,6,16,2001,"Y",2766,"2001-04-27","2001-07-20",NA,84
"3423",5188,6,1,2001,"Y",2766,"2001-04-27","2001-09-12",NA,138
"3424",4955,6,16,2001,"Y",2726,"2001-04-27","2001-07-04",NA,68
"3425",4971,6,16,2001,"Y",2697,"2001-04-28","2001-06-23",NA,56
"3426",5067,6,1,2001,"Y",2723,"2001-04-28","2001-07-04",NA,67
"3427",5099,6,1,2001,"Y",2695,"2001-04-28","2001-07-18",NA,81
"3428",4972,6,16,2001,"Y",2697,"2001-04-28","2001-06-23",NA,56
"3429",5098,6,1,2001,"Y",2723,"2001-04-28","2001-07-18",NA,81
"3430",5127,6,1,2001,"Y",2695,"2001-04-28","2001-07-29",NA,92
"3431",4973,6,6,2001,"Y",2697,"2001-04-28","2001-04-28",NA,0
"3432",5229,6,1,2001,"Y",2695,"2001-04-28","2002-02-24",NA,302
"3433",5626,6,1,2001,"Y",2697,"2001-04-28","2002-08-20",NA,479
"3434",4957,6,16,2001,"Y",2723,"2001-04-28","2001-06-23",NA,56
"3435",4958,6,6,2001,"Y",2695,"2001-04-28","2001-04-28",NA,0
"3436",4956,6,6,2001,"Y",2711,"2001-04-29","2001-04-29",NA,0
"3437",4969,6,6,2001,"Y",2744,"2001-04-29","2001-04-29",NA,0
"3438",4970,6,6,2001,"Y",2744,"2001-04-29","2001-04-29",NA,0
"3439",5165,6,1,2001,"Y",2744,"2001-04-29","2001-08-17",NA,110
"3440",5242,6,1,2001,"Y",2744,"2001-04-29","2002-04-08",NA,344
"3441",5268,6,1,2001,"Y",2724,"2001-04-30","2001-08-22",NA,114
"3442",4967,6,16,2001,"Y",2735,"2001-04-30","2001-07-05",NA,66
"3443",5128,6,15,2001,"Y",2683,"2001-04-30","2001-08-15",NA,107
"3444",5616,6,5,2001,"Y",2724,"2001-04-30","2003-05-23",NA,753
"3445",5487,6,1,2001,"Y",2735,"2001-04-30","2002-08-16",NA,473
"3446",4985,6,6,2001,"Y",2767,"2001-04-30","2001-04-30",NA,0
"3447",5592,6,6,2001,"Y",2735,"2001-04-30","2001-04-30",NA,0
"3448",4986,6,6,2001,"Y",2767,"2001-04-30","2001-04-30",NA,0
"3449",4962,6,6,2001,"Y",2715,"2001-04-30","2001-04-30",NA,0
"3450",4987,6,6,2001,"Y",2767,"2001-04-30","2001-04-30",NA,0
"3451",5066,6,16,2001,"Y",2717,"2001-04-30","2001-07-11",NA,72
"3452",4963,6,6,2001,"Y",2715,"2001-04-30","2001-04-30",NA,0
"3453",4988,6,6,2001,"Y",2767,"2001-04-30","2001-04-30",NA,0
"3454",5100,6,16,2001,"Y",2717,"2001-04-30","2001-08-02",NA,94
"3455",5126,6,1,2001,"Y",2715,"2001-04-30","2001-07-29",NA,90
"3456",4959,6,6,2001,"Y",2683,"2001-04-30","2001-04-30",NA,0
"3457",5108,6,1,2001,"Y",2717,"2001-04-30","2001-07-23",NA,84
"3458",5254,6,1,2001,"Y",2715,"2001-04-30","2002-05-06",NA,371
"3459",4960,6,16,2001,"Y",2683,"2001-04-30","2001-07-02",NA,63
"3460",5129,6,16,2001,"Y",2724,"2001-04-30","2001-07-31",NA,92
"3461",4966,6,6,2001,"Y",2735,"2001-04-30","2001-04-30",NA,0
"3462",4961,6,6,2001,"Y",2683,"2001-04-30","2001-04-30",NA,0
"3463",4981,6,16,2001,"Y",2737,"2001-05-01","2001-07-02",NA,62
"3464",4982,6,16,2001,"Y",2745,"2001-05-01","2001-07-05",NA,65
"3465",5111,6,1,2001,"Y",2737,"2001-05-01","2001-07-24",NA,84
"3466",4983,6,16,2001,"Y",2745,"2001-05-01","2001-08-09",NA,100
"3467",5506,6,1,2001,"Y",2737,"2001-05-01","2002-08-18",NA,474
"3468",4984,6,16,2001,"Y",2745,"2001-05-01","2001-07-27",NA,87
"3469",4964,6,16,2001,"Y",2760,"2001-05-02","2001-06-29",NA,58
"3470",4965,6,6,2001,"Y",2760,"2001-05-02","2001-05-02",NA,0
"3471",4968,6,16,2001,"Y",2760,"2001-05-02","2001-08-11",NA,101
"3472",5470,6,15,2001,"Y",2760,"2001-05-02","2002-08-15",NA,470
"3473",4948,6,6,2001,"Y",2733,"2001-05-03","2001-05-03",NA,0
"3474",5151,6,15,2001,"Y",2706,"2001-05-03","2001-08-15",NA,104
"3475",4997,6,6,2001,"Y",2704,"2001-05-03","2001-05-03",NA,0
"3476",4949,6,6,2001,"Y",2733,"2001-05-03","2001-05-03",NA,0
"3477",4989,6,16,2001,"Y",2742,"2001-05-03","2001-06-21",NA,49
"3478",5105,6,16,2001,"Y",2704,"2001-05-03","2001-07-31",NA,89
"3479",4990,6,16,2001,"Y",2742,"2001-05-03","2001-08-10",NA,99
"3480",5147,6,15,2001,"Y",2704,"2001-05-03","2001-08-15",NA,104
"3481",5142,6,16,2001,"Y",2742,"2001-05-03","2001-08-10",NA,99
"3482",5185,6,1,2001,"Y",2742,"2001-05-03","2001-08-28",NA,117
"3483",4977,6,6,2001,"Y",2706,"2001-05-03","2001-05-03",NA,0
"3484",4947,6,6,2001,"Y",2733,"2001-05-03","2001-05-03",NA,0
"3485",5104,6,15,2001,"Y",2706,"2001-05-03","2001-08-15",NA,104
"3486",5018,6,16,2001,"Y",2682,"2001-05-04","2001-07-02",NA,59
"3487",5019,6,6,2001,"Y",2682,"2001-05-04","2001-05-04",NA,0
"3488",5144,6,15,2001,"Y",2682,"2001-05-04","2001-08-15",NA,103
"3489",6392,6,16,2001,"Y",2682,"2001-05-04","2005-08-02",NA,1551
"3490",4978,6,6,2001,"Y",2734,"2001-05-04","2001-05-04",NA,0
"3491",4979,6,6,2001,"Y",2734,"2001-05-04","2001-05-04",NA,0
"3492",4980,6,6,2001,"Y",2734,"2001-05-04","2001-05-04",NA,0
"3493",5007,6,6,2001,"Y",2768,"2001-05-05","2001-05-05",NA,0
"3494",5158,6,1,2001,"Y",2688,"2001-05-05","2001-08-15",NA,102
"3495",5008,6,6,2001,"Y",2689,"2001-05-05","2001-05-05",NA,0
"3496",5010,6,6,2001,"Y",2689,"2001-05-05","2001-05-05",NA,0
"3497",5011,6,6,2001,"Y",2689,"2001-05-05","2001-05-05",NA,0
"3498",5750,6,1,2001,"Y",2689,"2001-05-05","2003-07-01",NA,787
"3499",5004,6,6,2001,"Y",2768,"2001-05-05","2001-05-05",NA,0
"3500",5005,6,6,2001,"Y",2768,"2001-05-05","2001-05-05",NA,0
"3501",5009,6,6,2001,"Y",2688,"2001-05-05","2001-05-05",NA,0
"3502",5006,6,6,2001,"Y",2768,"2001-05-05","2001-05-05",NA,0
"3503",5141,6,15,2001,"Y",2688,"2001-05-05","2001-08-15",NA,102
"3504",5079,6,1,2001,"Y",2703,"2001-05-06","2001-07-12",NA,67
"3505",5139,6,15,2001,"Y",2703,"2001-05-06","2001-08-15",NA,101
"3506",5148,6,15,2001,"Y",2720,"2001-05-06","2001-08-15",NA,101
"3507",5877,6,1,2001,"Y",2703,"2001-05-06","2004-04-06",NA,1066
"3508",5576,6,12,2001,"Y",2720,"2001-05-06","2003-03-17",NA,680
"3509",7609,6,16,2001,"Y",2703,"2001-05-06","2007-06-23",NA,2239
"3510",6236,6,16,2001,"Y",2686,"2001-05-07","2005-07-13",NA,1528
"3511",4993,6,6,2001,"Y",2686,"2001-05-07","2001-05-07",NA,0
"3512",5017,6,6,2001,"Y",2678,"2001-05-07","2001-05-07",NA,0
"3513",4994,6,6,2001,"Y",2686,"2001-05-07","2001-05-07",NA,0
"3514",4995,6,6,2001,"Y",2686,"2001-05-07","2001-05-07",NA,0
"3515",5072,6,16,2001,"Y",2749,"2001-05-08","2001-07-24",NA,77
"3516",5154,6,15,2001,"Y",2681,"2001-05-08","2001-08-15",NA,99
"3517",5157,6,1,2001,"Y",2749,"2001-05-08","2001-08-15",NA,99
"3518",5156,6,1,2001,"Y",2681,"2001-05-08","2001-08-15",NA,99
"3519",5488,6,1,2001,"Y",2749,"2001-05-08","2002-08-16",NA,465
"3520",5977,6,1,2001,"Y",2681,"2001-05-08","2004-06-03",NA,1122
"3521",5013,6,6,2001,"Y",2740,"2001-05-08","2001-05-08",NA,0
"3522",5107,6,1,2001,"Y",2712,"2001-05-08","2001-07-19",NA,72
"3523",5084,6,1,2001,"Y",2740,"2001-05-08","2001-07-15",NA,68
"3524",6501,6,1,2001,"Y",2712,"2001-05-08","2005-09-22",NA,1598
"3525",5226,6,1,2001,"Y",2740,"2001-05-08","2002-02-22",NA,290
"3526",5751,6,16,2001,"Y",2740,"2001-05-08","2003-06-16",NA,769
"3527",5014,6,16,2001,"Y",2749,"2001-05-08","2001-07-27",NA,80
"3528",5015,6,6,2001,"Y",2755,"2001-05-09","2001-05-09",NA,0
"3529",4935,6,6,2001,"Y",2685,"2001-05-09","2001-05-09",NA,0
"3530",5016,6,6,2001,"Y",2755,"2001-05-09","2001-05-09",NA,0
"3531",5025,6,6,2001,"Y",2685,"2001-05-09","2001-05-09",NA,0
"3532",5266,6,1,2001,"Y",2755,"2001-05-09","2002-05-17",NA,373
"3533",5026,6,6,2001,"Y",2685,"2001-05-09","2001-05-09",NA,0
"3534",5028,6,6,2001,"Y",2685,"2001-05-09","2001-05-09",NA,0
"3535",5003,6,16,2001,"Y",2701,"2001-05-10","2001-07-02",NA,53
"3536",5021,6,6,2001,"Y",2751,"2001-05-10","2001-05-10",NA,0
"3537",5024,6,6,2001,"Y",2719,"2001-05-10","2001-05-10",NA,0
"3538",5031,6,6,2001,"Y",2684,"2001-05-10","2001-05-10",NA,0
"3539",5119,6,1,2001,"Y",2701,"2001-05-10","2001-07-27",NA,78
"3540",5022,6,6,2001,"Y",2751,"2001-05-10","2001-05-10",NA,0
"3541",5149,6,1,2001,"Y",2719,"2001-05-10","2001-08-08",NA,90
"3542",5032,6,6,2001,"Y",2684,"2001-05-10","2001-05-10",NA,0
"3543",5132,6,1,2001,"Y",2701,"2001-05-10","2001-08-01",NA,83
"3544",5023,6,6,2001,"Y",2751,"2001-05-10","2001-05-10",NA,0
"3545",6362,6,16,2001,"Y",2719,"2001-05-10","2005-07-13",NA,1525
"3546",5033,6,6,2001,"Y",2684,"2001-05-10","2001-05-10",NA,0
"3547",5183,6,12,2001,"Y",2701,"2001-05-10","2001-08-27",NA,109
"3548",5034,6,6,2001,"Y",2684,"2001-05-10","2001-05-10",NA,0
"3549",5035,6,6,2001,"Y",2725,"2001-05-12","2001-05-12",NA,0
"3550",5036,6,6,2001,"Y",2725,"2001-05-12","2001-05-12",NA,0
"3551",5080,6,1,2001,"Y",2777,"2001-05-13","2001-07-12",NA,60
"3552",5184,6,1,2001,"Y",2777,"2001-05-13","2001-08-23",NA,102
"3553",6170,6,16,2001,"Y",2777,"2001-05-13","2005-07-21",NA,1530
"3554",5044,6,6,2001,"Y",2779,"2001-05-14","2001-05-14",NA,0
"3555",5045,6,6,2001,"Y",2779,"2001-05-14","2001-05-14",NA,0
"3556",5038,6,6,2001,"Y",2687,"2001-05-15","2001-05-15",NA,0
"3557",5039,6,6,2001,"Y",2687,"2001-05-15","2001-05-15",NA,0
"3558",5052,6,6,2001,"Y",2705,"2001-05-15","2001-05-15",NA,0
"3559",5053,6,6,2001,"Y",2705,"2001-05-15","2001-05-15",NA,0
"3560",5037,6,6,2001,"Y",2687,"2001-05-15","2001-05-15",NA,0
"3561",5040,6,6,2001,"Y",2716,"2001-05-16","2001-05-16",NA,0
"3562",5041,6,6,2001,"Y",2716,"2001-05-16","2001-05-16",NA,0
"3563",5042,6,6,2001,"Y",2716,"2001-05-16","2001-05-16",NA,0
"3564",5471,6,15,2001,"Y",2694,"2001-05-17","2002-08-15",NA,455
"3565",5073,6,6,2001,"Y",2694,"2001-05-17","2001-05-17",NA,0
"3566",5074,6,6,2001,"Y",2694,"2001-05-17","2001-05-17",NA,0
"3567",5075,6,16,2001,"Y",2694,"2001-05-17","2001-08-08",NA,83
"3568",5150,6,1,2001,"Y",2694,"2001-05-17","2001-08-08",NA,83
"3569",5060,6,6,2001,"Y",2754,"2001-05-19","2001-05-19",NA,0
"3570",5061,6,6,2001,"Y",2754,"2001-05-19","2001-05-19",NA,0
"3571",5062,6,6,2001,"Y",2754,"2001-05-19","2001-05-19",NA,0
"3572",5046,6,6,2001,"Y",2739,"2001-05-20","2001-05-20",NA,0
"3573",5047,6,6,2001,"Y",2739,"2001-05-20","2001-05-20",NA,0
"3574",5048,6,6,2001,"Y",2739,"2001-05-20","2001-05-20",NA,0
"3575",5058,6,6,2001,"Y",2680,"2001-05-20","2001-05-20",NA,0
"3576",5263,6,15,2001,"Y",2680,"2001-05-20","2002-05-15",NA,360
"3577",4998,6,6,2001,"Y",2776,"2001-05-24","2001-05-24",NA,0
"3578",4999,6,6,2001,"Y",2776,"2001-05-24","2001-05-24",NA,0
"3579",5000,6,6,2001,"Y",2776,"2001-05-24","2001-05-24",NA,0
"3580",5064,6,6,2001,"Y",2746,"2001-05-25","2001-05-25",NA,0
"3581",5065,6,6,2001,"Y",2746,"2001-05-25","2001-05-25",NA,0
"3582",5143,6,15,2001,"Y",2746,"2001-05-25","2001-08-15",NA,82
"3583",5063,6,6,2001,"Y",2746,"2001-05-25","2001-05-25",NA,0
"3584",5054,6,6,2001,"Y",2679,"2001-05-26","2001-05-26",NA,0
"3585",5055,6,6,2001,"Y",2679,"2001-05-26","2001-05-26",NA,0
"3586",5056,6,6,2001,"Y",2679,"2001-05-26","2001-05-26",NA,0
"3587",5070,6,6,2001,"Y",2736,"2001-06-04","2001-06-04",NA,0
"3588",5068,6,6,2001,"Y",2736,"2001-06-04","2001-06-04",NA,0
"3589",5069,6,6,2001,"Y",2736,"2001-06-04","2001-06-04",NA,0
"3590",5092,6,6,2001,"Y",2721,"2001-06-14","2001-06-14",NA,0
"3591",5093,6,6,2001,"Y",2721,"2001-06-14","2001-06-14",NA,0
